city,date,confirmed,deaths 
Ariranha do Ivaí,2021-05-16,129,2
Assaí,2021-05-16,1184,39
Assis Chateaubriand,2021-05-16,3199,77
Astorga,2021-05-16,2595,60
Atalaia,2021-05-16,334,15
Balsa Nova,2021-05-16,1249,24
Bandeirantes,2021-05-16,3117,93
Barbosa Ferraz,2021-05-16,900,25
Barracão,2021-05-16,1037,27
Barra do Jacaré,2021-05-16,160,1
Bela Vista da Caroba,2021-05-16,159,5
Bela Vista do Paraíso,2021-05-16,1655,58
Bituruna,2021-05-16,653,10
Boa Esperança,2021-05-16,258,7
Boa Esperança do Iguaçu,2021-05-16,139,0
Boa Ventura de São Roque,2021-05-16,370,5
Boa Vista da Aparecida,2021-05-16,731,20
Bocaiúva do Sul,2021-05-16,1538,13
Bom Jesus do Sul,2021-05-16,291,3
Bom Sucesso,2021-05-16,664,12
Bom Sucesso do Sul,2021-05-16,331,6
Borrazópolis,2021-05-16,547,19
Braganey,2021-05-16,317,7
Brasilândia do Sul,2021-05-16,331,8
Cafeara,2021-05-16,225,9
Cafelândia,2021-05-16,1579,12
Cafezal do Sul,2021-05-16,263,4
Califórnia,2021-05-16,849,15
Cambará,2021-05-16,1920,39
Cambé,2021-05-16,9260,196
Cambira,2021-05-16,699,16
Campina da Lagoa,2021-05-16,1145,25
Campina do Simão,2021-05-16,257,12
Campina Grande do Sul,2021-05-16,4514,95
Campo Bonito,2021-05-16,268,7
Campo do Tenente,2021-05-16,349,13
Campo Largo,2021-05-16,14969,345
Campo Magro,2021-05-16,2686,64
Campo Mourão,2021-05-16,8804,179
Cândido de Abreu,2021-05-16,736,8
Candói,2021-05-16,935,21
Cantagalo,2021-05-16,909,19
Capanema,2021-05-16,1898,21
Capitão Leônidas Marques,2021-05-16,1206,20
Carambeí,2021-05-16,2789,51
Carlópolis,2021-05-16,552,19
Cascavel,2021-05-16,33785,681
Castro,2021-05-16,8654,159
Catanduvas,2021-05-16,729,18
Centenário do Sul,2021-05-16,770,26
Cerro Azul,2021-05-16,1077,36
Céu Azul,2021-05-16,936,16
Chopinzinho,2021-05-16,2070,39
Cianorte,2021-05-16,6374,124
Cidade Gaúcha,2021-05-16,1308,7
Clevelândia,2021-05-16,1691,72
Colombo,2021-05-16,18159,550
Colorado,2021-05-16,1907,43
Congonhinhas,2021-05-16,762,20
Conselheiro Mairinck,2021-05-16,484,8
Contenda,2021-05-16,1713,32
Corbélia,2021-05-16,1307,28
Cornélio Procópio,2021-05-16,5045,111
Coronel Domingos Soares,2021-05-16,1089,14
Coronel Vivida,2021-05-16,2629,64
Corumbataí do Sul,2021-05-16,253,7
Cruzeiro do Iguaçu,2021-05-16,271,7
Cruzeiro do Oeste,2021-05-16,2032,49
Cruzeiro do Sul,2021-05-16,288,11
Cruz Machado,2021-05-16,706,14
Cruzmaltina,2021-05-16,202,5
Curitiba,2021-05-16,153363,4958
Curiúva,2021-05-16,1077,16
Diamante D'Oeste,2021-05-16,397,8
Diamante do Norte,2021-05-16,215,8
Diamante do Sul,2021-05-16,303,9
Dois Vizinhos,2021-05-16,5555,70
Douradina,2021-05-16,576,7
Doutor Camargo,2021-05-16,478,10
Doutor Ulysses,2021-05-16,221,4
Enéas Marques,2021-05-16,552,16
Engenheiro Beltrão,2021-05-16,963,15
Entre Rios do Oeste,2021-05-16,319,3
Esperança Nova,2021-05-16,252,7
Espigão Alto do Iguaçu,2021-05-16,270,5
Farol,2021-05-16,123,3
Faxinal,2021-05-16,1551,44
Fazenda Rio Grande,2021-05-16,11100,290
Fênix,2021-05-16,283,2
Fernandes Pinheiro,2021-05-16,358,8
Figueira,2021-05-16,698,23
Floraí,2021-05-16,360,9
Flor da Serra do Sul,2021-05-16,461,22
Floresta,2021-05-16,879,13
Florestópolis,2021-05-16,882,23
Flórida,2021-05-16,268,5
Formosa do Oeste,2021-05-16,371,10
Foz do Iguaçu,2021-05-16,36611,797
Foz do Jordão,2021-05-16,489,12
Francisco Alves,2021-05-16,387,7
Francisco Beltrão,2021-05-16,12038,181
General Carneiro,2021-05-16,322,13
Godoy Moreira,2021-05-16,74,1
Goioerê,2021-05-16,1191,38
Goioxim,2021-05-16,354,4
Grandes Rios,2021-05-16,381,10
Guaíra,2021-05-16,2776,65
Guairaçá,2021-05-16,341,9
Guamiranga,2021-05-16,724,10
Guapirama,2021-05-16,308,4
Guaporema,2021-05-16,165,4
Guaraci,2021-05-16,499,8
Guaraniaçu,2021-05-16,1041,17
Guarapuava,2021-05-16,16021,336
Guaraqueçaba,2021-05-16,557,14
Guaratuba,2021-05-16,4135,140
Honório Serpa,2021-05-16,461,9
Ibaiti,2021-05-16,2525,94
Ibema,2021-05-16,355,13
Ibiporã,2021-05-16,5048,110
Icaraíma,2021-05-16,626,11
Iguaraçu,2021-05-16,413,20
Iguatu,2021-05-16,188,5
Imbaú,2021-05-16,1484,38
Imbituva,2021-05-16,2848,63
Importados/Indefinidos,2021-05-16,5749,143
Inácio Martins,2021-05-16,577,8
Inajá,2021-05-16,193,6
Indianópolis,2021-05-16,701,5
Ipiranga,2021-05-16,956,17
Iporã,2021-05-16,959,7
Iracema do Oeste,2021-05-16,134,2
Irati,2021-05-16,5474,87
Iretama,2021-05-16,598,8
Itaguajé,2021-05-16,241,8
Itaipulândia,2021-05-16,1154,13
Itambaracá,2021-05-16,539,16
Itambé,2021-05-16,663,29
Itapejara d'Oeste,2021-05-16,1510,36
Itaperuçu,2021-05-16,3341,98
Itaúna do Sul,2021-05-16,159,5
Ivaí,2021-05-16,553,13
Ivaiporã,2021-05-16,2484,63
Ivaté,2021-05-16,327,3
Ivatuba,2021-05-16,224,6
Jaboti,2021-05-16,257,8
Jacarezinho,2021-05-16,4783,71
Jaguapitã,2021-05-16,1725,41
Jaguariaíva,2021-05-16,3003,97
Jandaia do Sul,2021-05-16,2290,55
Janiópolis,2021-05-16,373,9
Japira,2021-05-16,432,9
Japurá,2021-05-16,556,6
Jardim Alegre,2021-05-16,680,18
Jardim Olinda,2021-05-16,48,2
Jataizinho,2021-05-16,1512,31
Jesuítas,2021-05-16,665,19
Joaquim Távora,2021-05-16,1340,31
Jundiaí do Sul,2021-05-16,172,5
Juranda,2021-05-16,595,11
Jussara,2021-05-16,541,5
Kaloré,2021-05-16,855,15
Lapa,2021-05-16,2985,58
Laranjal,2021-05-16,132,4
Laranjeiras do Sul,2021-05-16,1667,37
Leópolis,2021-05-16,357,9
Lidianópolis,2021-05-16,301,7
Lindoeste,2021-05-16,349,7
Loanda,2021-05-16,1727,27
Lobato,2021-05-16,405,10
Londrina,2021-05-16,53262,1275
Luiziana,2021-05-16,402,6
Lunardelli,2021-05-16,260,1
Lupionópolis,2021-05-16,269,13
Mallet,2021-05-16,479,6
Mamborê,2021-05-16,726,13
Mandaguaçu,2021-05-16,2712,45
Mandaguari,2021-05-16,3475,91
Mandirituba,2021-05-16,2808,69
Manfrinópolis,2021-05-16,167,4
Mangueirinha,2021-05-16,1334,23
Manoel Ribas,2021-05-16,1124,22
Marechal Cândido Rondon,2021-05-16,4646,83
Maria Helena,2021-05-16,392,4
Marialva,2021-05-16,4106,86
Marilândia do Sul,2021-05-16,743,32
Marilena,2021-05-16,332,8
Mariluz,2021-05-16,928,30
Maringá,2021-05-16,45924,1086
Mariópolis,2021-05-16,507,14
Maripá,2021-05-16,465,10
Marmeleiro,2021-05-16,1626,37
Marquinho,2021-05-16,177,4
Marumbi,2021-05-16,381,4
Matelândia,2021-05-16,2243,40
Matinhos,2021-05-16,2510,83
Mato Rico,2021-05-16,70,3
Mauá da Serra,2021-05-16,656,18
Medianeira,2021-05-16,5781,78
Mercedes,2021-05-16,300,4
Mirador,2021-05-16,113,1
Miraselva,2021-05-16,173,5
Missal,2021-05-16,987,13
Moreira Sales,2021-05-16,473,10
Morretes,2021-05-16,1803,47
Munhoz de Melo,2021-05-16,324,7
Nossa Senhora das Graças,2021-05-16,383,6
Nova Aliança do Ivaí,2021-05-16,88,1
Nova América da Colina,2021-05-16,344,8
Nova Aurora,2021-05-16,1006,17
Nova Cantu,2021-05-16,378,4
Nova Esperança,2021-05-16,1628,52
Nova Esperança do Sudoeste,2021-05-16,534,10
Nova Fátima,2021-05-16,327,8
Nova Laranjeiras,2021-05-16,572,4
Nova Londrina,2021-05-16,783,15
Nova Olímpia,2021-05-16,797,6
Nova Prata do Iguaçu,2021-05-16,678,12
Nova Santa Bárbara,2021-05-16,492,15
Nova Santa Rosa,2021-05-16,516,5
Nova Tebas,2021-05-16,292,9
Novo Itacolomi,2021-05-16,191,4
Ortigueira,2021-05-16,1535,24
Ourizona,2021-05-16,222,5
Ouro Verde do Oeste,2021-05-16,670,15
Paiçandu,2021-05-16,3537,90
Palmas,2021-05-16,4741,112
Palmeira,2021-05-16,2524,57
Palmital,2021-05-16,888,20
Palotina,2021-05-16,4008,62
Paraíso do Norte,2021-05-16,1498,23
Paranacity,2021-05-16,578,12
Paranaguá,2021-05-16,18812,364
Paranapoema,2021-05-16,204,3
Paranavaí,2021-05-16,7011,175
Pato Bragado,2021-05-16,382,6
Pato Branco,2021-05-16,7908,170
Paula Freitas,2021-05-16,364,13
Paulo Frontin,2021-05-16,236,1
Peabiru,2021-05-16,955,19
Perobal,2021-05-16,494,3
Pérola,2021-05-16,951,21
Pérola d'Oeste,2021-05-16,365,7
Piên,2021-05-16,1034,13
Pinhais,2021-05-16,13230,369
Pinhalão,2021-05-16,374,8
Pinhal de São Bento,2021-05-16,111,1
Pinhão,2021-05-16,1525,40
Piraí do Sul,2021-05-16,2259,47
Piraquara,2021-05-16,10260,230
Pitanga,2021-05-16,1831,24
Pitangueiras,2021-05-16,302,7
Planaltina do Paraná,2021-05-16,273,5
Planalto,2021-05-16,1052,15
Ponta Grossa,2021-05-16,34064,871
Pontal do Paraná,2021-05-16,2481,78
Porecatu,2021-05-16,1076,27
Porto Amazonas,2021-05-16,376,12
Porto Barreiro,2021-05-16,161,1
Porto Rico,2021-05-16,264,2
Porto Vitória,2021-05-16,107,5
Prado Ferreira,2021-05-16,137,11
Pranchita,2021-05-16,398,5
Presidente Castelo Branco,2021-05-16,443,10
Primeiro de Maio,2021-05-16,413,14
Prudentópolis,2021-05-16,1456,42
Quarto Centenário,2021-05-16,184,1
Quatiguá,2021-05-16,730,13
Quatro Barras,2021-05-16,2654,64
Quatro Pontes,2021-05-16,417,6
Quedas do Iguaçu,2021-05-16,2615,57
Querência do Norte,2021-05-16,846,4
Quinta do Sol,2021-05-16,459,6
Quitandinha,2021-05-16,1497,40
Ramilândia,2021-05-16,368,8
Rancho Alegre,2021-05-16,258,4
Rancho Alegre D'Oeste,2021-05-16,146,3
Realeza,2021-05-16,1788,28
Rebouças,2021-05-16,1101,20
Renascença,2021-05-16,596,20
Reserva,2021-05-16,2061,40
Reserva do Iguaçu,2021-05-16,470,6
Ribeirão Claro,2021-05-16,895,15
Ribeirão do Pinhal,2021-05-16,999,34
Rio Azul,2021-05-16,836,11
Rio Bom,2021-05-16,164,6
Rio Bonito do Iguaçu,2021-05-16,600,6
Rio Branco do Ivaí,2021-05-16,254,8
Rio Branco do Sul,2021-05-16,4581,120
Rio Negro,2021-05-16,1202,30
Rolândia,2021-05-16,6187,181
Roncador,2021-05-16,506,9
Rondon,2021-05-16,807,9
Rosário do Ivaí,2021-05-16,366,2
Sabáudia,2021-05-16,904,14
Salgado Filho,2021-05-16,367,7
Salto do Itararé,2021-05-16,725,25
Salto do Lontra,2021-05-16,1195,22
Santa Amélia,2021-05-16,267,5
Santa Cecília do Pavão,2021-05-16,349,8
Santa Cruz de Monte Castelo,2021-05-16,458,9
Santa Fé,2021-05-16,815,40
Santa Helena,2021-05-16,2540,45
Santa Inês,2021-05-16,139,1
Santa Isabel do Ivaí,2021-05-16,710,18
Santa Izabel do Oeste,2021-05-16,879,23
Santa Lúcia,2021-05-16,193,5
Santa Maria do Oeste,2021-05-16,544,22
Santa Mariana,2021-05-16,854,33
Santa Mônica,2021-05-16,189,3
Santana do Itararé,2021-05-16,656,16
Santa Tereza do Oeste,2021-05-16,967,18
Santa Terezinha de Itaipu,2021-05-16,2371,70
Santo Antônio da Platina,2021-05-16,3568,93
Santo Antônio do Caiuá,2021-05-16,160,7
Santo Antônio do Paraíso,2021-05-16,215,1
Santo Antônio do Sudoeste,2021-05-16,1427,14
Santo Inácio,2021-05-16,485,11
São Carlos do Ivaí,2021-05-16,746,11
São Jerônimo da Serra,2021-05-16,525,18
São João,2021-05-16,1072,18
São João do Caiuá,2021-05-16,411,7
São João do Ivaí,2021-05-16,750,16
São João do Triunfo,2021-05-16,252,8
São Jorge d'Oeste,2021-05-16,865,19
São Jorge do Ivaí,2021-05-16,505,9
São Jorge do Patrocínio,2021-05-16,785,4
São José da Boa Vista,2021-05-16,528,19
São José das Palmeiras,2021-05-16,270,10
São José dos Pinhais,2021-05-16,21460,650
São Manoel do Paraná,2021-05-16,167,1
São Mateus do Sul,2021-05-16,2120,51
São Miguel do Iguaçu,2021-05-16,2667,48
São Pedro do Iguaçu,2021-05-16,488,11
São Pedro do Ivaí,2021-05-16,801,29
São Pedro do Paraná,2021-05-16,154,1
São Sebastião da Amoreira,2021-05-16,700,25
São Tomé,2021-05-16,369,2
Sapopema,2021-05-16,647,14
Sarandi,2021-05-16,7679,190
Saudade do Iguaçu,2021-05-16,627,10
Sengés,2021-05-16,1369,22
Serranópolis do Iguaçu,2021-05-16,507,5
Sertaneja,2021-05-16,468,13
Sertanópolis,2021-05-16,1989,25
Siqueira Campos,2021-05-16,2332,44
Sulina,2021-05-16,344,5
Tamarana,2021-05-16,767,27
Tamboara,2021-05-16,353,9
Tapejara,2021-05-16,1285,23
Tapira,2021-05-16,368,5
Teixeira Soares,2021-05-16,466,10
Telêmaco Borba,2021-05-16,12370,205
Terra Boa,2021-05-16,1917,26
Terra Rica,2021-05-16,463,13
Terra Roxa,2021-05-16,1362,24
Tibagi,2021-05-16,2086,62
Tijucas do Sul,2021-05-16,1525,63
Toledo,2021-05-16,19254,292
Tomazina,2021-05-16,259,8
Três Barras do Paraná,2021-05-16,1067,30
Tunas do Paraná,2021-05-16,531,10
Tuneiras do Oeste,2021-05-16,533,13
Tupãssi,2021-05-16,729,23
Turvo,2021-05-16,1495,10
Ubiratã,2021-05-16,1076,35
Umuarama,2021-05-16,11724,186
União da Vitória,2021-05-16,4875,80
Uniflor,2021-05-16,79,4
Uraí,2021-05-16,574,18
Ventania,2021-05-16,803,26
Vera Cruz do Oeste,2021-05-16,705,20
Verê,2021-05-16,924,14
Virmond,2021-05-16,203,3
Vitorino,2021-05-16,635,17
Wenceslau Braz,2021-05-16,1521,66
Xambrê,2021-05-16,286,5
,2021-05-16,1023279,24670
Angra dos Reis,2021-05-16,12642,419
Aperibé,2021-05-16,504,19
Araruama,2021-05-16,5100,319
Areal,2021-05-16,922,37
Armação dos Búzios,2021-05-16,4071,45
Arraial do Cabo,2021-05-16,623,27
Barra do Piraí,2021-05-16,5222,292
Barra Mansa,2021-05-16,13747,480
Belford Roxo,2021-05-16,19454,583
Bom Jardim,2021-05-16,1339,34
Bom Jesus do Itabapoana,2021-05-16,2768,73
Cabo Frio,2021-05-16,11055,578
Cachoeiras de Macacu,2021-05-16,2523,85
Cambuci,2021-05-16,744,29
Campos dos Goytacazes,2021-05-16,23262,1183
Cantagalo,2021-05-16,2229,16
Carapebus,2021-05-16,1351,11
Cardoso Moreira,2021-05-16,1094,10
Carmo,2021-05-16,1873,35
Casimiro de Abreu,2021-05-16,3767,107
Comendador Levy Gasparian,2021-05-16,625,22
Conceição de Macabu,2021-05-16,1886,70
Cordeiro,2021-05-16,2152,8
Duas Barras,2021-05-16,182,6
Duque de Caxias,2021-05-16,20016,1309
Engenheiro Paulo de Frontin,2021-05-16,1315,53
Guapimirim,2021-05-16,4568,160
Iguaba Grande,2021-05-16,3851,95
Importados/Indefinidos,2021-05-16,0,0
Itaboraí,2021-05-16,8911,616
Itaguaí,2021-05-16,4822,301
Italva,2021-05-16,471,21
Itaocara,2021-05-16,1904,71
Itaperuna,2021-05-16,6325,173
Itatiaia,2021-05-16,1296,53
Japeri,2021-05-16,980,69
Laje do Muriaé,2021-05-16,494,6
Macaé,2021-05-16,23270,590
Macuco,2021-05-16,834,7
Magé,2021-05-16,10622,462
Mangaratiba,2021-05-16,2432,109
Maricá,2021-05-16,8264,406
Mendes,2021-05-16,1722,40
Mesquita,2021-05-16,3010,358
Miguel Pereira,2021-05-16,2119,51
Miracema,2021-05-16,2121,26
Natividade,2021-05-16,1045,18
Nilópolis,2021-05-16,3110,398
Niterói,2021-05-16,35644,1634
Nova Friburgo,2021-05-16,16833,555
Nova Iguaçu,2021-05-16,15820,1415
Paracambi,2021-05-16,2346,100
Paraíba do Sul,2021-05-16,4146,132
Paraty,2021-05-16,2201,64
Paty do Alferes,2021-05-16,1969,44
Petrópolis,2021-05-16,9246,1048
Pinheiral,2021-05-16,2510,60
Piraí,2021-05-16,3331,60
Porciúncula,2021-05-16,1931,62
Porto Real,2021-05-16,1511,32
Quatis,2021-05-16,673,25
Queimados,2021-05-16,5174,150
Quissamã,2021-05-16,2346,65
Resende,2021-05-16,11155,388
Rio Bonito,2021-05-16,4927,176
Rio Claro,2021-05-16,1277,44
Rio das Flores,2021-05-16,163,13
Rio das Ostras,2021-05-16,10132,376
Rio de Janeiro,2021-05-16,303490,25289
Santa Maria Madalena,2021-05-16,224,9
Santo Antônio de Pádua,2021-05-16,3952,118
São Fidélis,2021-05-16,520,78
São Francisco de Itabapoana,2021-05-16,1406,67
São Gonçalo,2021-05-16,43373,2218
São João da Barra,2021-05-16,3684,18
São João de Meriti,2021-05-16,8372,919
São José de Ubá,2021-05-16,309,5
São José do Vale do Rio Preto,2021-05-16,1627,52
São Pedro da Aldeia,2021-05-16,4241,220
São Sebastião do Alto,2021-05-16,425,17
Sapucaia,2021-05-16,2586,98
Saquarema,2021-05-16,2249,213
Seropédica,2021-05-16,1967,162
Silva Jardim,2021-05-16,1214,19
Sumidouro,2021-05-16,987,47
Tanguá,2021-05-16,2713,94
Teresópolis,2021-05-16,23283,697
Trajano de Moraes,2021-05-16,476,3
Três Rios,2021-05-16,8792,233
Valença,2021-05-16,2766,142
Varre-Sai,2021-05-16,1874,5
Vassouras,2021-05-16,2011,104
Volta Redonda,2021-05-16,27502,856
,2021-05-16,816015,48006
,2021-05-16,253364,5882
Alta Floresta D'Oeste,2021-05-16,3584,59
Alto Alegre dos Parecis,2021-05-16,1341,35
Alto Paraíso,2021-05-16,1648,39
Alvorada D'Oeste,2021-05-16,891,25
Ariquemes,2021-05-16,19078,413
Buritis,2021-05-16,4261,62
Cabixi,2021-05-16,663,18
Cacaulândia,2021-05-16,768,9
Cacoal,2021-05-16,11618,224
Campo Novo de Rondônia,2021-05-16,1083,22
Candeias do Jamari,2021-05-16,3488,68
Castanheiras,2021-05-16,242,6
Cerejeiras,2021-05-16,2148,54
Chupinguaia,2021-05-16,1296,16
Colorado do Oeste,2021-05-16,1702,29
Corumbiara,2021-05-16,621,16
Costa Marques,2021-05-16,1254,26
Cujubim,2021-05-16,1700,36
Espigão D'Oeste,2021-05-16,2624,56
Governador Jorge Teixeira,2021-05-16,570,16
Guajará-Mirim,2021-05-16,5285,208
Importados/Indefinidos,2021-05-16,0,0
Itapuã do Oeste,2021-05-16,1285,18
Jaru,2021-05-16,6873,156
Ji-Paraná,2021-05-16,16302,451
Machadinho D'Oeste,2021-05-16,5736,76
Ministro Andreazza,2021-05-16,466,14
Mirante da Serra,2021-05-16,931,10
Monte Negro,2021-05-16,1410,27
Nova Brasilândia D'Oeste,2021-05-16,1608,25
Nova Mamoré,2021-05-16,3021,60
Nova União,2021-05-16,763,14
Novo Horizonte do Oeste,2021-05-16,546,21
Ouro Preto do Oeste,2021-05-16,4234,121
Parecis,2021-05-16,257,7
Pimenta Bueno,2021-05-16,4858,68
Pimenteiras do Oeste,2021-05-16,398,15
Porto Velho,2021-05-16,75722,2312
Presidente Médici,2021-05-16,3005,63
Primavera de Rondônia,2021-05-16,163,7
Rio Crespo,2021-05-16,533,9
Rolim de Moura,2021-05-16,5853,142
Santa Luzia D'Oeste,2021-05-16,828,12
São Felipe D'Oeste,2021-05-16,360,8
São Francisco do Guaporé,2021-05-16,1874,40
São Miguel do Guaporé,2021-05-16,2044,45
Seringueiras,2021-05-16,1209,13
Teixeirópolis,2021-05-16,494,8
Theobroma,2021-05-16,701,24
Urupá,2021-05-16,1148,26
Vale do Anari,2021-05-16,1004,20
Vale do Paraíso,2021-05-16,700,24
Vilhena,2021-05-16,11196,215
,2021-05-16,221387,5488
,2021-05-16,100084,1571
,2021-05-16,1031880,26685
Abdon Batista,2021-05-16,335,2
Abelardo Luz,2021-05-16,1311,41
Agrolândia,2021-05-16,1133,17
Agronômica,2021-05-16,541,9
Água Doce,2021-05-16,1025,13
Águas de Chapecó,2021-05-16,383,5
Águas Frias,2021-05-16,468,2
Águas Mornas,2021-05-16,696,9
Alfredo Wagner,2021-05-16,638,7
Alto Bela Vista,2021-05-16,152,2
Anchieta,2021-05-16,414,6
Angelina,2021-05-16,466,1
Anita Garibaldi,2021-05-16,1034,8
Anitápolis,2021-05-16,307,1
Antônio Carlos,2021-05-16,1442,21
Apiúna,2021-05-16,750,15
Arabutã,2021-05-16,388,7
Araquari,2021-05-16,3174,66
Araranguá,2021-05-16,9006,203
Armazém,2021-05-16,1334,28
Arroio Trinta,2021-05-16,484,11
Arvoredo,2021-05-16,275,4
Ascurra,2021-05-16,1054,9
Atalanta,2021-05-16,319,7
Aurora,2021-05-16,690,14
Balneário Arroio do Silva,2021-05-16,1821,39
Balneário Barra do Sul,2021-05-16,1305,30
Balneário Camboriú,2021-05-16,22399,329
Balneário Gaivota,2021-05-16,1124,30
Balneário Piçarras,2021-05-16,4140,42
Balneário Rincão,2021-05-16,1245,38
Bandeirante,2021-05-16,241,2
Barra Bonita,2021-05-16,152,1
Barra Velha,2021-05-16,3708,81
Bela Vista do Toldo,2021-05-16,66,2
Belmonte,2021-05-16,212,4
Benedito Novo,2021-05-16,919,16
Biguaçu,2021-05-16,10276,151
Blumenau,2021-05-16,45240,515
Bocaina do Sul,2021-05-16,360,3
Bombinhas,2021-05-16,3307,51
Bom Jardim da Serra,2021-05-16,558,4
Bom Jesus,2021-05-16,329,6
Bom Jesus do Oeste,2021-05-16,155,5
Bom Retiro,2021-05-16,638,14
Botuverá,2021-05-16,843,8
Braço do Norte,2021-05-16,7192,78
Braço do Trombudo,2021-05-16,571,4
Brunópolis,2021-05-16,244,6
Brusque,2021-05-16,23814,239
Caçador,2021-05-16,5019,191
Caibi,2021-05-16,554,11
Calmon,2021-05-16,28,4
Camboriú,2021-05-16,11215,149
Campo Alegre,2021-05-16,1079,30
Campo Belo do Sul,2021-05-16,645,18
Campo Erê,2021-05-16,822,8
Campos Novos,2021-05-16,4640,84
Canelinha,2021-05-16,1181,14
Canoinhas,2021-05-16,4881,71
Capão Alto,2021-05-16,142,2
Capinzal,2021-05-16,4003,32
Capivari de Baixo,2021-05-16,3856,65
Catanduvas,2021-05-16,1584,24
Caxambu do Sul,2021-05-16,465,8
Celso Ramos,2021-05-16,349,5
Cerro Negro,2021-05-16,113,4
Chapadão do Lageado,2021-05-16,264,1
Chapecó,2021-05-16,33209,602
Cocal do Sul,2021-05-16,2801,45
Concórdia,2021-05-16,11706,137
Cordilheira Alta,2021-05-16,523,8
Coronel Freitas,2021-05-16,1471,24
Coronel Martins,2021-05-16,140,3
Correia Pinto,2021-05-16,1040,40
Corupá,2021-05-16,1560,32
